id,english,tigrinya,domain,tokenized_english,tokenized_tigrinya,eng_length,tir_length
146,"Your data and body parts will be treated carefully, so you cannot be identified, except as required by law.",ሓበሬትኦምን ክፍሊ ኣካላቶምን ብጥንቃቐ ክተሓዝ እዩ፣ ስለዚ መንነቶም ክፈልጥዎ ኣይኽእሉን እዮም፣ ብዘይካ ብሕጊ ዝድለ።,medical,"['Your data and body parts will be treated carefully, so you cannot be identified, except as required by law.']",['ሓበሬትኦምን ክፍሊ ኣካላቶምን ብጥንቃቐ ክተሓዝ እዩ፣ ስለዚ መንነቶም ክፈልጥዎ ኣይኽእሉን እዮም፣ ብዘይካ ብሕጊ ዝድለ።'],19,14
147,You do not legally own your body parts after removal and have no rights to the research products from these parts.,ድሕሪ ምእላይ ክፍሊ ኣካላቶም ብሕጋዊ መንገዲ ኣይውንንዎን፣ ካብዞም ክፍልታት ድማ ንዝመጽእ ውጽኢት ምርምር መሰል የብሎምን።,medical,['You do not legally own your body parts after removal and have no rights to the research products from these parts.'],['ድሕሪ ምእላይ ክፍሊ ኣካላቶም ብሕጋዊ መንገዲ ኣይውንንዎን፣ ካብዞም ክፍልታት ድማ ንዝመጽእ ውጽኢት ምርምር መሰል የብሎምን።'],21,15
149,Audio and video recording of your care will be for Providers’ use only or as allowed by law.,ናይ ጥዕንኦም ድምጽን ቪድዮን ምምዝጋብ ንኣገልግሎት ወሃብቲ ጥቕሚ ጥራይ ወይ ብሕጊ ከም ዝፈቕዶ ክኸውን እዩ።,medical,['Audio and video recording of your care will be for Providers’ use only or as allowed by law.'],['ናይ ጥዕንኦም ድምጽን ቪድዮን ምምዝጋብ ንኣገልግሎት ወሃብቲ ጥቕሚ ጥራይ ወይ ብሕጊ ከም ዝፈቕዶ ክኸውን እዩ።'],18,15
150,You will be asked to sign a separate consent if recordings and pictures are used for other purposes.,መዛግብትን ስእልታትን ንኻልኦት ዕላማታት እንተተጠቒሞምሎም ፍሉይ ስምምዕ ክፍርሙ ክሕተቱ እዮም።,medical,['You will be asked to sign a separate consent if recordings and pictures are used for other purposes.'],['መዛግብትን ስእልታትን ንኻልኦት ዕላማታት እንተተጠቒሞምሎም ፍሉይ ስምምዕ ክፍርሙ ክሕተቱ እዮም።'],18,10
151,You are not allowed to record or photograph without Providers’ prior consent.,ብዘይ ቅድመ ስምምዕ ናይ'ቶም ወሃብቲ ኣገልግሎት ክምዝግቡ ወይ ክስእሉ ኣይፍቀድን እዩ።,medical,['You are not allowed to record or photograph without Providers’ prior consent.'],"[""ብዘይ ቅድመ ስምምዕ ናይ'ቶም ወሃብቲ ኣገልግሎት ክምዝግቡ ወይ ክስእሉ ኣይፍቀድን እዩ።""]",12,11
152,INFECTIOUS DISEASE TESTING:,ምርመራ ተላባዒ ሕማም፦,medical,['INFECTIOUS DISEASE TESTING:'],['ምርመራ ተላባዒ ሕማም፦'],3,3
153,Providers test for infectious diseases.,ወሃብቲ ኣገልግሎት ተላባዕቲ ሕማማት ይምርምሩ።,medical,['Providers test for infectious diseases.'],['ወሃብቲ ኣገልግሎት ተላባዕቲ ሕማማት ይምርምሩ።'],5,5
154,This may include hepatitis and human immunodeficiency virus (HIV).,እዚ ድማ ሕማም ጸላም ከብድን ቫይረስ ምጉዳል ምክልኻል ሕማም ሰብን (HIV) ከጠቓልል ይኽእል።,medical,['This may include hepatitis and human immunodeficiency virus (HIV).'],['እዚ ድማ ሕማም ጸላም ከብድን ቫይረስ ምጉዳል ምክልኻል ሕማም ሰብን (HIV) ከጠቓልል ይኽእል።'],9,13
155,These tests may be ordered by a Provider if one of your caregivers is exposed to your bodily fluid.,እዞም ምርመራታት እዚኣቶም ሓደ ካብ ኣለይቶም ንፈሳሲ ኣካላቶም እንተተቓሊዑ ብወሃቢ ኣገልግሎት ክእዘዙ ይኽእሉ።,medical,['These tests may be ordered by a Provider if one of your caregivers is exposed to your bodily fluid.'],['እዞም ምርመራታት እዚኣቶም ሓደ ካብ ኣለይቶም ንፈሳሲ ኣካላቶም እንተተቓሊዑ ብወሃቢ ኣገልግሎት ክእዘዙ ይኽእሉ።'],19,13
157,"Providers are not liable for loss, theft, or damage of my personal belongings.",ወሃብቲ ኣገልግሎት ንውልቃዊ ንብረተይ ንዝጠፍአ፣ ስርቂ ወይ ዕንወት ተሓተትቲ ኣይኮኑን።,medical,"['Providers are not liable for loss, theft, or damage of my personal belongings.']",['ወሃብቲ ኣገልግሎት ንውልቃዊ ንብረተይ ንዝጠፍአ፣ ስርቂ ወይ ዕንወት ተሓተትቲ ኣይኮኑን።'],13,10
158,"Providers want belongings of value sent home, but you can keep certain belongings with you AT YOUR OWN RISK AND AT YOUR OWN EXPENSE, AND NO ONE AT Providers CAN CHANGE THIS RISK.",ወሃብቲ ኣገልግሎት ዋጋ ዘለዎም ንብረታት ናብ ገዝኦም ክልእኹ ይደልዩ እዮም፣ ግን ገለ ንብረታት ኣብ ገዛእ ርእሶም ሓደጋን ብናይ ገዛእ ርእሶም ወጻኢን ክሕዙ ይኽእሉ እዮም፣ ከምኡ'ውን ኣብ ወሃብቲ ኣገልግሎት ዝኾነ ሰብ ነዚ ሓደጋ'ዚ ክቕይሮ ኣይክእልን እዩ።,medical,"['Providers want belongings of value sent home, but you can keep certain belongings with you AT YOUR OWN RISK AND AT YOUR OWN EXPENSE, AND NO ONE AT Providers CAN CHANGE THIS RISK.']","[""ወሃብቲ ኣገልግሎት ዋጋ ዘለዎም ንብረታት ናብ ገዝኦም ክልእኹ ይደልዩ እዮም፣ ግን ገለ ንብረታት ኣብ ገዛእ ርእሶም ሓደጋን ብናይ ገዛእ ርእሶም ወጻኢን ክሕዙ ይኽእሉ እዮም፣ ከምኡ'ውን ኣብ ወሃብቲ ኣገልግሎት ዝኾነ ሰብ ነዚ ሓደጋ'ዚ ክቕይሮ ኣይክእልን እዩ።""]",33,35
159,"Providers, including Providers' employees and agents, such as security, has the right to search any of your things on the premises, including purses and wallets, for the safety and welfare of its patients and visitors.",ወሃብቲ ኣገልግሎት፣ ንሰራሕተኛታትን ወከልትን ኣቕረብቲ ሓዊስካ፣ ከም ጸጥታ፣ ንውሕስነትን ድሕነትን ሕሙማቱን በጻሕቱን፣ ኣብቲ ቀጽሪ ዝርከብ ዝኾነ ይኹን ነገራትካ፣ እንተላይ ቦርሳን ዋሌትን፣ ናይ ምፍታሽ መሰል ኣለዎም።,medical,"[""Providers, including Providers' employees and agents, such as security, has the right to search any of your things on the premises, including purses and wallets, for the safety and welfare of its patients and visitors.""]",['ወሃብቲ ኣገልግሎት፣ ንሰራሕተኛታትን ወከልትን ኣቕረብቲ ሓዊስካ፣ ከም ጸጥታ፣ ንውሕስነትን ድሕነትን ሕሙማቱን በጻሕቱን፣ ኣብቲ ቀጽሪ ዝርከብ ዝኾነ ይኹን ነገራትካ፣ እንተላይ ቦርሳን ዋሌትን፣ ናይ ምፍታሽ መሰል ኣለዎም።'],35,25
160,You can avoid having your things searched by leaving them at home or in a vehicle.,ኣብ ገዝኦም ወይ ኣብ መኪንኦም ብምግዳፍ ንብረቶም ካብ ምፍታሽ ከድሕኑ ይኽእሉ እዮም።,medical,['You can avoid having your things searched by leaving them at home or in a vehicle.'],['ኣብ ገዝኦም ወይ ኣብ መኪንኦም ብምግዳፍ ንብረቶም ካብ ምፍታሽ ከድሕኑ ይኽእሉ እዮም።'],16,12
161,"If Providers decides an item could be a threat to health or safety, Providers may provide for removal from the patient environment and appropriate storage.",ወሃብቲ ኣገልግሎት ሓደ ኣቕሓ ንሰብ ጥዕና ወይ ድሕነት ሓደገኛ ክኸውን ከምዝኽእል እንተድኣ ወሲኖም፣ ካብ ከባቢ ተሓካሚን ግቡእ መኽዘንን ክወጹን ብግቡእ ክሕከሙን ክገብሩ ይኽእሉ እዮም።,medical,"['If Providers decides an item could be a threat to health or safety, Providers may provide for removal from the patient environment and appropriate storage.']",['ወሃብቲ ኣገልግሎት ሓደ ኣቕሓ ንሰብ ጥዕና ወይ ድሕነት ሓደገኛ ክኸውን ከምዝኽእል እንተድኣ ወሲኖም፣ ካብ ከባቢ ተሓካሚን ግቡእ መኽዘንን ክወጹን ብግቡእ ክሕከሙን ክገብሩ ይኽእሉ እዮም።'],25,24
163,Your provider may have referred you to an out of network provider for health care items or services.,ወሃቢ ኣገልግሎቶም ንኣቑሑት ክንክን ጥዕና ወይ ኣገልግሎታት ናብ ካብ መርበብ ወጻኢ ዝኾነ ኣቕራቢ ኣመልኪትዎም ክኸውን ይኽእል እዩ።,medical,['Your provider may have referred you to an out of network provider for health care items or services.'],['ወሃቢ ኣገልግሎቶም ንኣቑሑት ክንክን ጥዕና ወይ ኣገልግሎታት ናብ ካብ መርበብ ወጻኢ ዝኾነ ኣቕራቢ ኣመልኪትዎም ክኸውን ይኽእል እዩ።'],18,17
164,An out of network provider is not bound by the payment provisions that apply to health care items or services rendered by a network provider under your health plan.,ካብ መርበብ ወጻኢ ዝኾነ ወሃቢ ኣገልግሎት በቲ ብመሰረት ውጥን ጥዕንኦም ብወሃቢ መርበብ ሓበሬታ ንዝወሃብ ኣቑሑት ክንክን ጥዕና ወይ ኣገልግሎታት ዝምልከት ናይ ክፍሊት ድንጋገታት ኣይቅየድን እዩ።,medical,['An out of network provider is not bound by the payment provisions that apply to health care items or services rendered by a network provider under your health plan.'],['ካብ መርበብ ወጻኢ ዝኾነ ወሃቢ ኣገልግሎት በቲ ብመሰረት ውጥን ጥዕንኦም ብወሃቢ መርበብ ሓበሬታ ንዝወሃብ ኣቑሑት ክንክን ጥዕና ወይ ኣገልግሎታት ዝምልከት ናይ ክፍሊት ድንጋገታት ኣይቅየድን እዩ።'],29,25
165,You may contact your health plan before receiving health care items or services rendered by an out of network provider to obtain a list of network providers that may render the health care items or services and for additional assistance.,ቅድሚ ብሓደ ካብ መርበብ ወጻኢ ዝኾነ ወሃቢ ኣገልግሎት ክንክን ጥዕና ምቕባሎም ንመደብ ጥዕንኦም ክራኸቡ ይኽእሉ እዮም፣ ዝርዝር ናይቶም ነቲ ናይ ጥዕና ክንክን ኣቑሑት ወይ ኣገልግሎታት ክህቡ ዝኽእሉ ወሃብቲ መርበብ ንምርካብን ንተወሳኺ ሓገዝን።,medical,['You may contact your health plan before receiving health care items or services rendered by an out of network provider to obtain a list of network providers that may render the health care items or services and for additional assistance.'],['ቅድሚ ብሓደ ካብ መርበብ ወጻኢ ዝኾነ ወሃቢ ኣገልግሎት ክንክን ጥዕና ምቕባሎም ንመደብ ጥዕንኦም ክራኸቡ ይኽእሉ እዮም፣ ዝርዝር ናይቶም ነቲ ናይ ጥዕና ክንክን ኣቑሑት ወይ ኣገልግሎታት ክህቡ ዝኽእሉ ወሃብቲ መርበብ ንምርካብን ንተወሳኺ ሓገዝን።'],40,32
167,Patients can request an estimate for the cost of non-emergency medical services provided at Providers.,ተሓከምቲ ኣብ ወሃብቲ ኣገልግሎት ዝወሃብ ወጻኢታት ህጹጽ ዘይኮነ ሕክምናዊ ኣገልግሎታት ግምት ክሓቱ ይኽእሉ።,medical,['Patients can request an estimate for the cost of non-emergency medical services provided at Providers.'],['ተሓከምቲ ኣብ ወሃብቲ ኣገልግሎት ዝወሃብ ወጻኢታት ህጹጽ ዘይኮነ ሕክምናዊ ኣገልግሎታት ግምት ክሓቱ ይኽእሉ።'],15,13
168,"To request an estimate, an Estimates Team Member at 317.963.2541 or 833.722.6050 (toll free) or Estimates@IUHeaIth.org.",ግምት ንምሕታት፣ ሓደ ኣባል ጋንታ ግምታት ኣብ 317.963.2541 ወይ 833.722.6050 (ካብ ክፍሊት ነጻ) ወይ Estimates@IUHeaIth.org.,medical,"['To request an estimate, an Estimates Team Member at 317.963.2541 or 833.722.6050 (toll free) or Estimates@IUHeaIth.org.']",['ግምት ንምሕታት፣ ሓደ ኣባል ጋንታ ግምታት ኣብ 317.963.2541 ወይ 833.722.6050 (ካብ ክፍሊት ነጻ) ወይ Estimates@IUHeaIth.org.'],16,15
170,GENERAL CONSENT FOR PROFESSIONAL/CLINIC,ሓፈሻዊ ስምምዕ ንበዓል ሞያ/ክሊኒክ,medical,['GENERAL CONSENT FOR PROFESSIONAL/CLINIC'],['ሓፈሻዊ ስምምዕ ንበዓል ሞያ/ክሊኒክ'],4,4
172,Page 2 of 2,ገጽ 2 ካብ 2,medical,['Page 2 of 2'],['ገጽ 2 ካብ 2'],4,4
176,"All clients of Exodus Refugee Immigration, Inc. have the following rights:","ኩሎም ዓማዊል Exodus Refugee Immigration, Inc፣ እዞም ዝስዕቡ መሰላት ኣለውዎም፦",legal,"['All clients of Exodus Refugee Immigration, Inc', 'have the following rights:']","['ኩሎም ዓማዊል Exodus Refugee Immigration, Inc፣ እዞም ዝስዕቡ መሰላት ኣለውዎም፦']",11,10
177,"The right to self-determination in all your actions, including the right to consent to or refuse any services offered by Exodus","ንዓማዊል Exodus Refugee Immigration, Inc. ዝቐረቡ ኣብ ኩሎም ውሳነታቶም ብዓርሰ ፍቃድ ክውስኑ፣ ከምኡውን/ወይ ክዓ ፍቃዯኛታት ዝኾኑ መጣምርቶም ዘጠቐልል መሰል፤",legal,"['The right to self-determination in all your actions, including the right to consent to or refuse any services offered by Exodus']","['ንዓማዊል Exodus Refugee Immigration, Inc. ዝቐረቡ ኣብ ኩሎም ውሳነታቶም ብዓርሰ ፍቃድ ክውስኑ፣ ከምኡውን/ወይ ክዓ ፍቃዯኛታት ዝኾኑ መጣምርቶም ዘጠቐልል መሰል፤']",21,19
179,The right to be treated with respect in all interactions;,ኣብ ኩለ መዳይ ርክቦም ብኽብሪ ናይ ምትእንጋድ መሰል፤,legal,['The right to be treated with respect in all interactions;'],['ኣብ ኩለ መዳይ ርክቦም ብኽብሪ ናይ ምትእንጋድ መሰል፤'],10,8
180,"The right to dignity, humane treatment and freedom from any form of abuse or exploitation;",ክብሪ ናይ ምርካብ፣ ሰብኣዊ ርህራሄን ካብ ዝኾነ ይኹን ዓይነት መጥቃዕትን ወይ ብዝበዛ ናፃ ናይ መኻንን መሰላት ኣለዎም፤,legal,"['The right to dignity, humane treatment and freedom from any form of abuse or exploitation;']",['ክብሪ ናይ ምርካብ፣ ሰብኣዊ ርህራሄን ካብ ዝኾነ ይኹን ዓይነት መጥቃዕትን ወይ ብዝበዛ ናፃ ናይ መኻንን መሰላት ኣለዎም፤'],15,17
181,The right to privacy and confidentiality;,ብሕቶም ኮይኖም ግዘ ናይ ምሕላፍን ምሽጥር ናይ ምዕቃብን መሰል፤,legal,['The right to privacy and confidentiality;'],['ብሕቶም ኮይኖም ግዘ ናይ ምሕላፍን ምሽጥር ናይ ምዕቃብን መሰል፤'],6,9
